path,name,noise,location,correspondingAudio,audiotrials.thisRepN,audiotrials.thisTrialN,audiotrials.thisN,audiotrials.thisIndex,visualTrials.thisRepN,visualTrials.thisTrialN,visualTrials.thisN,visualTrials.thisIndex,combinedTrials.thisRepN,combinedTrials.thisTrialN,combinedTrials.thisN,combinedTrials.thisIndex,WelcomeKey.keys,WelcomeKey.rt,key_resp_2.keys,key_resp_2.rt,AudioInstrAccept.keys,AudioInstrAccept.rt,LeftorRight.keys,LeftorRight.rt,VisualBlock.keys,VisualBlock.rt,VisualDecision.keys,VisualDecision.rt,CombinedAccept.keys,CombinedAccept.rt,CombComparisonResponse.keys,CombComparisonResponse.rt,participant,age,frameRate,sex,expName,date,
/sounds/legit/right100.wav,right100,,,,1,1,7,5,,,,,,,,,,,,,,,right,11.4239811897,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,1,2,8,2,,,,,,,,,,,,,,,left,0.501987934113,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,1,3,9,0,,,,,,,,,,,,,,,left,0.284642934799,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,1,4,10,4,,,,,,,,,,,,,,,right,0.417865991592,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,1,5,11,1,,,,,,,,,,,,,,,left,0.634872913361,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,2,0,12,5,,,,,,,,,,,,,,,right,0.135243177414,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,2,1,13,3,,,,,,,,,,,,,,,left,0.619431018829,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,2,2,14,4,,,,,,,,,,,,,,,right,0.134741067886,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,2,3,15,2,,,,,,,,,,,,,,,right,1.00247693062,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,2,4,16,1,,,,,,,,,,,,,,,left,0.468679904938,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,2,5,17,0,,,,,,,,,,,,,,,left,0.201792955399,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,3,0,18,1,,,,,,,,,,,,,,,left,0.352762937546,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,3,1,19,4,,,,,,,,,,,,,,,right,1.56827402115,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,3,2,20,5,,,,,,,,,,,,,,,right,0.468188047409,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,3,3,21,2,,,,,,,,,,,,,,,left,0.852052927017,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,3,4,22,3,,,,,,,,,,,,,,,right,0.419125080109,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,3,5,23,0,,,,,,,,,,,,,,,left,0.0671751499176,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,4,0,24,0,,,,,,,,,,,,,,,left,0.236059904099,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,4,1,25,2,,,,,,,,,,,,,,,left,0.435236930847,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,4,2,26,1,,,,,,,,,,,,,,,left,0.251928091049,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,4,3,27,4,,,,,,,,,,,,,,,right,0.0680952072144,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,4,4,28,3,,,,,,,,,,,,,,,right,0.519015789032,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,4,5,29,5,,,,,,,,,,,,,,,right,0.385030031204,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,5,0,30,0,,,,,,,,,,,,,,,left,0.401744842529,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,5,1,31,4,,,,,,,,,,,,,,,right,0.451517105103,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,5,2,32,3,,,,,,,,,,,,,,,right,0.618140935898,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,5,3,33,5,,,,,,,,,,,,,,,right,0.484237909317,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,5,4,34,2,,,,,,,,,,,,,,,left,0.467553853989,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,5,5,35,1,,,,,,,,,,,,,,,left,0.468804121017,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,6,0,36,4,,,,,,,,,,,,,,,right,0.484238147736,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,6,1,37,0,,,,,,,,,,,,,,,left,0.48504781723,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,6,2,38,1,,,,,,,,,,,,,,,left,0.519028186798,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,6,3,39,5,,,,,,,,,,,,,,,right,0.100777864456,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,6,4,40,3,,,,,,,,,,,,,,,right,0.368970870972,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,6,5,41,2,,,,,,,,,,,,,,,left,0.967703104019,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,7,0,42,4,,,,,,,,,,,,,,,right,0.285824775696,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,7,1,43,0,,,,,,,,,,,,,,,left,1.36934614182,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,7,2,44,2,,,,,,,,,,,,,,,left,0.519222021103,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,7,3,45,1,,,,,,,,,,,,,,,left,0.335072040558,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,7,4,46,3,,,,,,,,,,,,,,,right,0.351886987686,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,7,5,47,5,,,,,,,,,,,,,,,right,0.268341064453,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,8,0,48,4,,,,,,,,,,,,,,,right,0.201612949371,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,8,1,49,0,,,,,,,,,,,,,,,left,0.235757112503,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,8,2,50,2,,,,,,,,,,,,,,,left,1.58593201637,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,8,3,51,1,,,,,,,,,,,,,,,left,0.334830999374,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,8,4,52,3,,,,,,,,,,,,,,,right,0.0351440906525,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,8,5,53,5,,,,,,,,,,,,,,,right,0.183786869049,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right70.wav,right60,,,,9,0,54,4,,,,,,,,,,,,,,,right,0.0685489177704,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right100.wav,right100,,,,9,1,55,5,,,,,,,,,,,,,,,right,0.518583059311,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left35.wav,left30,,,,9,2,56,2,,,,,,,,,,,,,,,left,1.03533387184,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/right35.wav,right30,,,,9,3,57,3,,,,,,,,,,,,,,,right,1.05234193802,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left70.wav,left60,,,,9,4,58,1,,,,,,,,,,,,,,,left,0.818351984024,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
/sounds/legit/left100.wav,left100,,,,9,5,59,0,,,,,,,,,,,,,,,left,0.318146944046,,,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,,,,,,,,,,,,,,,,,,,,,,,,space,21.2471988201,,,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,0,0,31,,,,,,,,,,,,,,,left,8.48925304413,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,1,1,19,,,,,,,,,,,,,,,left,3.98710894585,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,2,2,18,,,,,,,,,,,,,,,right,2.43566608429,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,3,3,34,,,,,,,,,,,,,,,right,0.418500900269,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,4,4,11,,,,,,,,,,,,,,,right,0.434588909149,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,5,5,20,,,,,,,,,,,,,,,right,2.93516516685,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,6,6,10,,,,,,,,,,,,,,,right,4.98684215546,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[0, 0]",/sounds/legit/equal.wav,,,,,0,7,7,3,,,,,,,,,,,,,,,right,3.30387496948,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,8,8,22,,,,,,,,,,,,,,,left,1.3524980545,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,9,9,8,,,,,,,,,,,,,,,left,1.16876292229,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,10,10,30,,,,,,,,,,,,,,,left,1.43566703796,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,11,11,13,,,,,,,,,,,,,,,right,0.903143167496,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,12,12,5,,,,,,,,,,,,,,,right,0.434847831726,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,13,13,26,,,,,,,,,,,,,,,left,2.803388834,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,14,14,32,,,,,,,,,,,,,,,left,2.31859302521,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,15,15,24,,,,,,,,,,,,,,,left,1.20264410973,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[0, 0]",/sounds/legit/equal.wav,,,,,0,16,16,4,,,,,,,,,,,,,,,right,0.484585046768,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,17,17,17,,,,,,,,,,,,,,,right,0.585176944733,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,18,18,12,,,,,,,,,,,,,,,right,0.41819691658,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,19,19,23,,,,,,,,,,,,,,,right,3.67138195038,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[0, 0]",/sounds/legit/equal.wav,,,,,0,20,20,0,,,,,,,,,,,,,,,right,1.95249009132,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,21,21,27,,,,,,,,,,,,,,,left,0.985116004944,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,22,22,14,,,,,,,,,,,,,,,left,0.802114963531,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,23,23,21,,,,,,,,,,,,,,,left,0.467895030975,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,24,24,29,,,,,,,,,,,,,,,left,0.768967866898,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[0, 0]",/sounds/legit/equal.wav,,,,,0,25,25,2,,,,,,,,,,,,,,,left,0.601329088211,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,26,26,15,,,,,,,,,,,,,,,right,0.468281030655,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,27,27,25,,,,,,,,,,,,,,,right,0.837172985077,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,28,28,33,,,,,,,,,,,,,,,right,3.1862039566,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,29,29,7,,,,,,,,,,,,,,,right,0.78475189209,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,30,30,16,,,,,,,,,,,,,,,right,0.535151004791,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,31,31,28,,,,,,,,,,,,,,,right,0.683525085449,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[0, 0]",/sounds/legit/equal.wav,,,,,0,32,32,1,,,,,,,,,,,,,,,left,0.618882894516,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,33,33,6,,,,,,,,,,,,,,,right,0.985348939896,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,34,34,9,,,,,,,,,,,,,,,right,0.569468975067,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,0,35,34,,,,,,,,,,,,,,,right,0.550899028778,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,1,36,15,,,,,,,,,,,,,,,right,0.601928949356,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,2,37,33,,,,,,,,,,,,,,,left,0.0343079566956,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[0, 0]",/sounds/legit/equal.wav,,,,,1,3,38,1,,,,,,,,,,,,,,,right,0.918810129166,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[0, 0]",/sounds/legit/equal.wav,,,,,1,4,39,4,,,,,,,,,,,,,,,left,3.80336499214,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,5,40,14,,,,,,,,,,,,,,,right,0.535095930099,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,6,41,23,,,,,,,,,,,,,,,left,0.551496982574,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,7,42,5,,,,,,,,,,,,,,,right,0.0846660137177,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,8,43,18,,,,,,,,,,,,,,,right,0.30199098587,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,9,44,8,,,,,,,,,,,,,,,right,0.301879882812,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,10,45,6,,,,,,,,,,,,,,,right,0.0846478939056,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[0, 0]",/sounds/legit/equal.wav,,,,,1,11,46,0,,,,,,,,,,,,,,,left,0.402529001236,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[0, 0]",/sounds/legit/equal.wav,,,,,1,12,47,3,,,,,,,,,,,,,,,left,0.134580850601,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,13,48,30,,,,,,,,,,,,,,,left,0.318059921265,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,14,49,9,,,,,,,,,,,,,,,right,0.017942905426,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,15,50,7,,,,,,,,,,,,,,,right,0.101071119308,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,16,51,25,,,,,,,,,,,,,,,left,0.0500419139862,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,17,52,10,,,,,,,,,,,,,,,right,4.73799610138,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,18,53,13,,,,,,,,,,,,,,,right,0.150960206985,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,19,54,21,,,,,,,,,,,,,,,left,0.284544944763,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.1,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,20,55,20,,,,,,,,,,,,,,,left,4.37143993378,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,21,56,11,,,,,,,,,,,,,,,right,3.0191950798,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,22,57,12,,,,,,,,,,,,,,,right,0.118283987045,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,23,58,19,,,,,,,,,,,,,,,right,0.535599946976,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,24,59,27,,,,,,,,,,,,,,,left,0.36815404892,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,25,60,16,,,,,,,,,,,,,,,right,2.9861638546,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,26,61,24,,,,,,,,,,,,,,,left,0.268194913864,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,27,62,22,,,,,,,,,,,,,,,left,0.26913690567,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,28,63,28,,,,,,,,,,,,,,,left,3.30311203003,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,29,64,32,,,,,,,,,,,,,,,left,0.836002111435,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,30,65,29,,,,,,,,,,,,,,,left,0.585253000259,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,31,66,17,,,,,,,,,,,,,,,right,0.201318979263,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[0, 0]",/sounds/legit/equal.wav,,,,,1,32,67,2,,,,,,,,,,,,,,,left,0.58488202095,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,33,68,31,,,,,,,,,,,,,,,left,0.0188829898834,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.23,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,34,69,26,,,,,,,,,,,,,,,left,0.635446071625,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.62,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,2,0,70,34,,,,,,,,,,,,,,,left,0.601423025131,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[2.25, 0]",/sounds/legit/right30.wav,,,,,2,1,71,7,,,,,,,,,,,,,,,right,0.550920009613,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,2,2,72,17,,,,,,,,,,,,,,,right,0.0683379173279,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.49,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,2,3,73,28,,,,,,,,,,,,,,,left,3.15372180939,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
,,0.36,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,2,4,74,22,,,,,,,,,,,,,,,left,0.634702920914,,,,,participant1,26 ,59.8440799461,female,trial,2017_May_24_1609,
