path,name,noise,location,correspondingAudio,audiotrials.thisRepN,audiotrials.thisTrialN,audiotrials.thisN,audiotrials.thisIndex,visualTrials.thisRepN,visualTrials.thisTrialN,visualTrials.thisN,visualTrials.thisIndex,combinedTrials.thisRepN,combinedTrials.thisTrialN,combinedTrials.thisN,combinedTrials.thisIndex,WelcomeKey.keys,WelcomeKey.rt,key_resp_2.keys,key_resp_2.rt,AudioInstrAccept.keys,AudioInstrAccept.rt,LeftorRight.keys,LeftorRight.rt,VisualBlock.keys,VisualBlock.rt,VisualDecision.keys,VisualDecision.rt,CombinedAccept.keys,CombinedAccept.rt,CombComparisonResponse.keys,CombComparisonResponse.rt,participant,age,frameRate,sex,expName,date,
/sounds/legit/left35.wav,left30,,,,5,1,31,2,,,,,,,,,,,,,,,left,0.31870508194,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right35.wav,right30,,,,5,2,32,3,,,,,,,,,,,,,,,left,0.251785039902,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left70.wav,left60,,,,5,3,33,1,,,,,,,,,,,,,,,left,0.184973955154,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right100.wav,right100,,,,5,4,34,5,,,,,,,,,,,,,,,right,0.134845972061,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left100.wav,left100,,,,5,5,35,0,,,,,,,,,,,,,,,left,0.218132972717,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left70.wav,left60,,,,6,0,36,1,,,,,,,,,,,,,,,left,0.335357189178,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right100.wav,right100,,,,6,1,37,5,,,,,,,,,,,,,,,right,0.201864957809,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right35.wav,right30,,,,6,2,38,3,,,,,,,,,,,,,,,right,0.218502998352,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right70.wav,right60,,,,6,3,39,4,,,,,,,,,,,,,,,right,0.0511820316315,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left35.wav,left30,,,,6,4,40,2,,,,,,,,,,,,,,,left,0.368605136871,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left100.wav,left100,,,,6,5,41,0,,,,,,,,,,,,,,,left,0.134929895401,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right100.wav,right100,,,,7,0,42,5,,,,,,,,,,,,,,,right,0.118140935898,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left100.wav,left100,,,,7,1,43,0,,,,,,,,,,,,,,,left,0.168559074402,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right35.wav,right30,,,,7,2,44,3,,,,,,,,,,,,,,,left,0.23415184021,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right70.wav,right60,,,,7,3,45,4,,,,,,,,,,,,,,,right,0.65288901329,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left70.wav,left60,,,,7,4,46,1,,,,,,,,,,,,,,,left,0.68617105484,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left35.wav,left30,,,,7,5,47,2,,,,,,,,,,,,,,,left,0.15146112442,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left70.wav,left60,,,,8,0,48,1,,,,,,,,,,,,,,,left,0.201771974564,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right35.wav,right30,,,,8,1,49,3,,,,,,,,,,,,,,,left,0.151645898819,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right100.wav,right100,,,,8,2,50,5,,,,,,,,,,,,,,,right,0.151517868042,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left100.wav,left100,,,,8,3,51,0,,,,,,,,,,,,,,,left,0.0849368572235,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right70.wav,right60,,,,8,4,52,4,,,,,,,,,,,,,,,right,0.185359954834,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left35.wav,left30,,,,8,5,53,2,,,,,,,,,,,,,,,left,0.0848109722137,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right70.wav,right60,,,,9,0,54,4,,,,,,,,,,,,,,,right,0.118370056152,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right35.wav,right30,,,,9,1,55,3,,,,,,,,,,,,,,,left,0.452348947525,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/right100.wav,right100,,,,9,2,56,5,,,,,,,,,,,,,,,right,0.101561069489,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left35.wav,left30,,,,9,3,57,2,,,,,,,,,,,,,,,left,0.118436098099,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left70.wav,left60,,,,9,4,58,1,,,,,,,,,,,,,,,left,0.0516769886017,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
/sounds/legit/left100.wav,left100,,,,9,5,59,0,,,,,,,,,,,,,,,left,0.0672509670258,,,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,,,,,,,,,,,,,,,,,,,,,,,,space,20.4777059555,,,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,0,0,9,,,,,,,,,,,,,,,right,0.970176935196,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,1,1,33,,,,,,,,,,,,,,,left,0.402181148529,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,2,2,26,,,,,,,,,,,,,,,left,0.118330955505,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,3,3,27,,,,,,,,,,,,,,,left,0.135237932205,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[0, 0]",/sounds/legit/equal.wav,,,,,0,4,4,0,,,,,,,,,,,,,,,right,0.702809810638,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,5,5,18,,,,,,,,,,,,,,,right,0.134912967682,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,6,6,7,,,,,,,,,,,,,,,right,0.201793909073,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,7,7,31,,,,,,,,,,,,,,,left,2.55693697929,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[0, 0]",/sounds/legit/equal.wav,,,,,0,8,8,2,,,,,,,,,,,,,,,left,0.769865036011,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,9,9,32,,,,,,,,,,,,,,,left,0.585874795914,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[0, 0]",/sounds/legit/equal.wav,,,,,0,10,10,4,,,,,,,,,,,,,,,left,0.218674898148,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,11,11,23,,,,,,,,,,,,,,,left,0.00141406059265,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,12,12,16,,,,,,,,,,,,,,,right,3.00784111023,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,13,13,21,,,,,,,,,,,,,,,left,2.43998408318,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,14,14,11,,,,,,,,,,,,,,,right,0.853162050247,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[0, 0]",/sounds/legit/equal.wav,,,,,0,15,15,1,,,,,,,,,,,,,,,left,1.33792495728,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,16,16,30,,,,,,,,,,,,,,,left,1.28770399094,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,17,17,22,,,,,,,,,,,,,,,left,0.936592102051,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,18,18,24,,,,,,,,,,,,,,,left,0.920144081116,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,19,19,13,,,,,,,,,,,,,,,right,3.67593812943,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,20,20,28,,,,,,,,,,,,,,,left,2.33975195885,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,0,21,21,34,,,,,,,,,,,,,,,left,0.819833993912,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,22,22,12,,,,,,,,,,,,,,,right,0.820099115372,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,0,23,23,20,,,,,,,,,,,,,,,left,0.0346729755402,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,24,24,8,,,,,,,,,,,,,,,right,1.40433883667,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[0, 0]",/sounds/legit/equal.wav,,,,,0,25,25,3,,,,,,,,,,,,,,,right,0.70272898674,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,26,26,19,,,,,,,,,,,,,,,right,1.32084202766,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,27,27,25,,,,,,,,,,,,,,,left,0.536062002182,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,28,28,5,,,,,,,,,,,,,,,right,0.519102096558,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,29,29,17,,,,,,,,,,,,,,,right,0.218428134918,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[2.25, 0]",/sounds/legit/right30.wav,,,,,0,30,30,6,,,,,,,,,,,,,,,right,0.351943016052,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,31,31,14,,,,,,,,,,,,,,,right,0.485839128494,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[6.75, 0]",/sounds/legit/right100.wav,,,,,0,32,32,15,,,,,,,,,,,,,,,right,2.35635495186,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,0,33,33,29,,,,,,,,,,,,,,,left,0.786505937576,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[4.5, 0]",/sounds/legit/right60.wav,,,,,0,34,34,10,,,,,,,,,,,,,,,right,0.201657056808,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,0,35,17,,,,,,,,,,,,,,,right,2.80734300613,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[0, 0]",/sounds/legit/equal.wav,,,,,1,1,36,0,,,,,,,,,,,,,,,right,1.73858618736,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,2,37,7,,,,,,,,,,,,,,,right,0.669361114502,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,3,38,16,,,,,,,,,,,,,,,right,0.535960912704,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,4,39,31,,,,,,,,,,,,,,,left,0.38514995575,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,5,40,15,,,,,,,,,,,,,,,right,0.201930046082,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,6,41,21,,,,,,,,,,,,,,,left,0.402220964432,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,7,42,33,,,,,,,,,,,,,,,left,0.452506780624,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,8,43,27,,,,,,,,,,,,,,,left,0.435657978058,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,9,44,10,,,,,,,,,,,,,,,right,0.302221775055,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,10,45,12,,,,,,,,,,,,,,,right,0.135040044785,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,11,46,14,,,,,,,,,,,,,,,right,0.368860960007,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,12,47,6,,,,,,,,,,,,,,,right,0.418844938278,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,13,48,8,,,,,,,,,,,,,,,right,0.33541893959,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,14,49,11,,,,,,,,,,,,,,,right,0.302085161209,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,15,50,30,,,,,,,,,,,,,,,left,0.368682146072,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,16,51,20,,,,,,,,,,,,,,,left,0.468903064728,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,17,52,23,,,,,,,,,,,,,,,left,0.435875892639,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,18,53,32,,,,,,,,,,,,,,,left,0.0848851203918,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,19,54,22,,,,,,,,,,,,,,,left,0.118487119675,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[0, 0]",/sounds/legit/equal.wav,,,,,1,20,55,4,,,,,,,,,,,,,,,left,0.719624996185,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,21,56,5,,,,,,,,,,,,,,,right,0.452324867249,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-6.75, 0]",/sounds/legit/left100.wav,,,,,1,22,57,34,,,,,,,,,,,,,,,left,0.285223007202,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,23,58,29,,,,,,,,,,,,,,,left,0.235249996185,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[0, 0]",/sounds/legit/equal.wav,,,,,1,24,59,2,,,,,,,,,,,,,,,left,0.736361980438,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[0, 0]",/sounds/legit/equal.wav,,,,,1,25,60,1,,,,,,,,,,,,,,,left,0.335332155228,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-2.25, 0]",/sounds/legit/left30.wav,,,,,1,26,61,24,,,,,,,,,,,,,,,left,3.04117012024,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,27,62,18,,,,,,,,,,,,,,,right,0.00134682655334,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,28,63,25,,,,,,,,,,,,,,,left,0.368844032288,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[0, 0]",/sounds/legit/equal.wav,,,,,1,29,64,3,,,,,,,,,,,,,,,left,0.235122919083,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[4.5, 0]",/sounds/legit/right60.wav,,,,,1,30,65,13,,,,,,,,,,,,,,,right,0.468869924545,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,31,66,28,,,,,,,,,,,,,,,left,0.385912895203,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,1,32,67,26,,,,,,,,,,,,,,,left,0.435255050659,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[6.75, 0]",/sounds/legit/right100.wav,,,,,1,33,68,19,,,,,,,,,,,,,,,right,0.0178818702698,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[2.25, 0]",/sounds/legit/right30.wav,,,,,1,34,69,9,,,,,,,,,,,,,,,right,0.168160200119,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,2,0,70,29,,,,,,,,,,,,,,,left,0.318770170212,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[2.25, 0]",/sounds/legit/right30.wav,,,,,2,1,71,8,,,,,,,,,,,,,,,right,4.81190085411,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[6.75, 0]",/sounds/legit/right100.wav,,,,,2,2,72,18,,,,,,,,,,,,,,,right,0.719309091568,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.23,"[0, 0]",/sounds/legit/equal.wav,,,,,2,3,73,1,,,,,,,,,,,,,,,right,3.84333992004,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.62,"[4.5, 0]",/sounds/legit/right60.wav,,,,,2,4,74,14,,,,,,,,,,,,,,,right,2.03899002075,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.36,"[6.75, 0]",/sounds/legit/right100.wav,,,,,2,5,75,17,,,,,,,,,,,,,,,right,1.17051386833,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.49,"[4.5, 0]",/sounds/legit/right60.wav,,,,,2,6,76,13,,,,,,,,,,,,,,,right,0.0681328773499,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
,,0.1,"[-4.5, 0]",/sounds/legit/left60.wav,,,,,2,7,77,25,,,,,,,,,,,,,,,left,0.669825077057,,,,,participant4,26,59.8136129567,male,trial,2017_May_25_1750,
