14.6554 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of ['Built-in Output']
234.7299 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x110b2b1d0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
235.1007 	EXP 	Created VisualStandard = ElementArrayStim(autoLog=True, colorSpace='rgb', colors=array([ 1.,  1.,  1.]), contrs=ndarray(...), depths=0, elementMask=method-wrapper(...), elementTex=method-wrapper(...), fieldDepth=0, fieldPos=array([ 0.,  0.]), fieldShape='circle', fieldSize=array([ 150.,  150.]), interpolate=True, maskParams=None, nElements=30, name='VisualStandard', opacities=ndarray(...), oris=ndarray(...), phases=ndarray(...), rgbs=ndarray(...), sfs=ndarray(...), sizes=ndarray(...), texRes=48, units='pix', win=Window(...), xys=ndarray(...))
235.1007 	EXP 	window1: recordFrameIntervals = False
235.2553 	EXP 	window1: recordFrameIntervals = True
235.4397 	EXP 	window1: recordFrameIntervals = False
235.9095 	EXP 	Created WelcomeText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=25, italic=False, name='WelcomeText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
235.9595 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
236.0229 	EXP 	Created AudioInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='AudioInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
239.6628 	EXP 	Set  sound=C
239.7058 	EXP 	Set  sound=A
239.7058 	EXP 	Sound  set volume 1.000
239.8579 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/legit/equal.wav
239.8580 	EXP 	Sound  set volume 1.000
239.8981 	EXP 	Set  sound=A
239.8981 	EXP 	Sound  set volume 1.000
239.9834 	EXP 	Created VisualInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='VisualInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
239.9892 	EXP 	Created fixationCross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='fixationCross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
240.0688 	EXP 	Created CombinedInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='CombinedInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
240.0934 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/legit/right35.wav
240.0934 	EXP 	Sound  set volume 1.000
240.1351 	EXP 	Set  sound=A
240.1352 	EXP 	Sound  set volume 1.000
240.1371 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/fixationSound.wav
240.1372 	EXP 	Sound  set volume 1.000
240.1422 	EXP 	Created combinedFixationCross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='combinedFixationCross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
240.1657 	EXP 	Created EndMessage = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='EndMessage', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Thank you for participating in the study!', units='pix', win=Window(...), wrapWidth=800)
240.3487 	EXP 	Imported audio_stimuli_description.csv as conditions, 6 conditions, 2 params
240.3792 	EXP 	Created sequence: random, trialTypes=6, nReps=10, seed=None
240.3887 	EXP 	Imported visualAndCombined.csv as conditions, 35 conditions, 3 params
240.3894 	EXP 	Created sequence: random, trialTypes=35, nReps=10, seed=None
240.3930 	EXP 	Imported visualAndCombined.csv as conditions, 35 conditions, 3 params
240.3935 	EXP 	Created sequence: fullRandom, trialTypes=35, nReps=10, seed=None
240.4496 	EXP 	window1: blendMode = 'avg'
240.4668 	EXP 	WelcomeText: autoDraw = True
240.4685 	EXP 	window1: blendMode = 'avg'
240.4845 	EXP 	window1: blendMode = 'avg'
240.5013 	EXP 	window1: blendMode = 'avg'
240.5180 	EXP 	window1: blendMode = 'avg'
240.5346 	EXP 	window1: blendMode = 'avg'
240.5514 	EXP 	window1: blendMode = 'avg'
240.5681 	EXP 	window1: blendMode = 'avg'
240.5848 	EXP 	window1: blendMode = 'avg'
240.6015 	EXP 	window1: blendMode = 'avg'
240.6182 	EXP 	window1: blendMode = 'avg'
240.6349 	EXP 	window1: blendMode = 'avg'
240.6517 	EXP 	window1: blendMode = 'avg'
240.6683 	EXP 	window1: blendMode = 'avg'
240.6848 	EXP 	window1: blendMode = 'avg'
240.7017 	EXP 	window1: blendMode = 'avg'
240.7183 	EXP 	window1: blendMode = 'avg'
240.7347 	EXP 	window1: blendMode = 'avg'
240.7518 	EXP 	window1: blendMode = 'avg'
240.7685 	EXP 	window1: blendMode = 'avg'
240.7852 	EXP 	window1: blendMode = 'avg'
240.8020 	EXP 	window1: blendMode = 'avg'
240.8185 	EXP 	window1: blendMode = 'avg'
240.8353 	EXP 	window1: blendMode = 'avg'
240.8518 	EXP 	window1: blendMode = 'avg'
240.8686 	EXP 	window1: blendMode = 'avg'
240.8855 	EXP 	window1: blendMode = 'avg'
240.9022 	EXP 	window1: blendMode = 'avg'
240.9188 	EXP 	window1: blendMode = 'avg'
240.9353 	EXP 	window1: blendMode = 'avg'
240.9523 	EXP 	window1: blendMode = 'avg'
240.9690 	EXP 	window1: blendMode = 'avg'
240.9857 	EXP 	window1: blendMode = 'avg'
241.0025 	EXP 	window1: blendMode = 'avg'
241.0191 	EXP 	window1: blendMode = 'avg'
241.0358 	EXP 	window1: blendMode = 'avg'
241.0527 	EXP 	window1: blendMode = 'avg'
241.0689 	EXP 	window1: blendMode = 'avg'
241.0857 	EXP 	window1: blendMode = 'avg'
241.1026 	EXP 	window1: blendMode = 'avg'
241.1195 	EXP 	window1: blendMode = 'avg'
241.1360 	EXP 	window1: blendMode = 'avg'
241.1526 	EXP 	window1: blendMode = 'avg'
241.1692 	EXP 	window1: blendMode = 'avg'
241.1861 	EXP 	window1: blendMode = 'avg'
241.2028 	EXP 	window1: blendMode = 'avg'
241.2196 	EXP 	window1: blendMode = 'avg'
241.2362 	EXP 	window1: blendMode = 'avg'
241.2529 	EXP 	window1: blendMode = 'avg'
241.2696 	EXP 	window1: blendMode = 'avg'
241.2863 	EXP 	window1: blendMode = 'avg'
241.3030 	EXP 	window1: blendMode = 'avg'
241.3197 	EXP 	window1: blendMode = 'avg'
241.3364 	EXP 	window1: blendMode = 'avg'
241.3532 	EXP 	window1: blendMode = 'avg'
241.3697 	EXP 	window1: blendMode = 'avg'
241.3865 	EXP 	window1: blendMode = 'avg'
241.4035 	EXP 	window1: blendMode = 'avg'
241.4199 	EXP 	window1: blendMode = 'avg'
241.4365 	EXP 	window1: blendMode = 'avg'
241.4535 	EXP 	window1: blendMode = 'avg'
241.4698 	EXP 	window1: blendMode = 'avg'
241.4867 	EXP 	window1: blendMode = 'avg'
241.5033 	EXP 	window1: blendMode = 'avg'
241.5202 	EXP 	window1: blendMode = 'avg'
241.5368 	EXP 	window1: blendMode = 'avg'
241.5536 	EXP 	window1: blendMode = 'avg'
241.5701 	EXP 	window1: blendMode = 'avg'
241.5870 	EXP 	window1: blendMode = 'avg'
241.6035 	EXP 	window1: blendMode = 'avg'
241.6204 	EXP 	window1: blendMode = 'avg'
241.6369 	EXP 	window1: blendMode = 'avg'
241.6537 	EXP 	window1: blendMode = 'avg'
241.6703 	EXP 	window1: blendMode = 'avg'
241.6873 	EXP 	window1: blendMode = 'avg'
241.7040 	EXP 	window1: blendMode = 'avg'
241.7207 	EXP 	window1: blendMode = 'avg'
241.7374 	EXP 	window1: blendMode = 'avg'
241.7541 	EXP 	window1: blendMode = 'avg'
241.7707 	EXP 	window1: blendMode = 'avg'
241.7875 	EXP 	window1: blendMode = 'avg'
241.8041 	EXP 	window1: blendMode = 'avg'
241.8208 	EXP 	window1: blendMode = 'avg'
241.8375 	EXP 	window1: blendMode = 'avg'
241.8542 	EXP 	window1: blendMode = 'avg'
241.8709 	EXP 	window1: blendMode = 'avg'
241.8876 	EXP 	window1: blendMode = 'avg'
241.9043 	EXP 	window1: blendMode = 'avg'
241.9209 	EXP 	window1: blendMode = 'avg'
241.9378 	EXP 	window1: blendMode = 'avg'
241.9545 	EXP 	window1: blendMode = 'avg'
241.9711 	EXP 	window1: blendMode = 'avg'
241.9878 	EXP 	window1: blendMode = 'avg'
242.0047 	EXP 	window1: blendMode = 'avg'
242.0212 	EXP 	window1: blendMode = 'avg'
242.0380 	EXP 	window1: blendMode = 'avg'
242.0545 	EXP 	window1: blendMode = 'avg'
242.0714 	EXP 	window1: blendMode = 'avg'
242.0878 	EXP 	window1: blendMode = 'avg'
242.1047 	EXP 	window1: blendMode = 'avg'
242.1213 	EXP 	window1: blendMode = 'avg'
242.1382 	EXP 	window1: blendMode = 'avg'
242.1547 	EXP 	window1: blendMode = 'avg'
242.1717 	EXP 	window1: blendMode = 'avg'
242.1882 	EXP 	window1: blendMode = 'avg'
242.2050 	EXP 	window1: blendMode = 'avg'
242.2214 	EXP 	window1: blendMode = 'avg'
242.2385 	EXP 	window1: blendMode = 'avg'
242.2550 	EXP 	window1: blendMode = 'avg'
242.2718 	EXP 	window1: blendMode = 'avg'
242.2884 	EXP 	window1: blendMode = 'avg'
242.3053 	EXP 	window1: blendMode = 'avg'
242.3219 	EXP 	window1: blendMode = 'avg'
242.3387 	EXP 	window1: blendMode = 'avg'
242.3551 	EXP 	window1: blendMode = 'avg'
242.3721 	EXP 	window1: blendMode = 'avg'
242.3886 	EXP 	window1: blendMode = 'avg'
242.4054 	EXP 	window1: blendMode = 'avg'
242.4221 	EXP 	window1: blendMode = 'avg'
242.4386 	EXP 	window1: blendMode = 'avg'
242.4553 	EXP 	window1: blendMode = 'avg'
242.4724 	EXP 	window1: blendMode = 'avg'
242.4892 	EXP 	window1: blendMode = 'avg'
242.5055 	EXP 	window1: blendMode = 'avg'
242.5222 	EXP 	window1: blendMode = 'avg'
242.5390 	EXP 	window1: blendMode = 'avg'
242.5562 	EXP 	window1: blendMode = 'avg'
242.5725 	EXP 	window1: blendMode = 'avg'
242.5890 	EXP 	window1: blendMode = 'avg'
242.6059 	EXP 	window1: blendMode = 'avg'
242.6225 	EXP 	window1: blendMode = 'avg'
242.6390 	EXP 	window1: blendMode = 'avg'
242.6560 	EXP 	window1: blendMode = 'avg'
242.6727 	EXP 	window1: blendMode = 'avg'
242.6892 	EXP 	window1: blendMode = 'avg'
242.7062 	EXP 	window1: blendMode = 'avg'
242.7224 	EXP 	window1: blendMode = 'avg'
242.7394 	EXP 	window1: blendMode = 'avg'
242.7561 	EXP 	window1: blendMode = 'avg'
242.7730 	EXP 	window1: blendMode = 'avg'
242.7896 	EXP 	window1: blendMode = 'avg'
242.8062 	EXP 	window1: blendMode = 'avg'
242.8229 	EXP 	window1: blendMode = 'avg'
242.8397 	EXP 	window1: blendMode = 'avg'
242.8563 	EXP 	window1: blendMode = 'avg'
242.8730 	EXP 	window1: blendMode = 'avg'
242.8898 	EXP 	window1: blendMode = 'avg'
242.9064 	EXP 	window1: blendMode = 'avg'
242.9231 	EXP 	window1: blendMode = 'avg'
242.9398 	EXP 	window1: blendMode = 'avg'
242.9566 	EXP 	window1: blendMode = 'avg'
242.9730 	EXP 	window1: blendMode = 'avg'
242.9902 	EXP 	window1: blendMode = 'avg'
243.0066 	EXP 	window1: blendMode = 'avg'
243.0234 	EXP 	window1: blendMode = 'avg'
243.0402 	EXP 	window1: blendMode = 'avg'
243.0569 	EXP 	window1: blendMode = 'avg'
243.0735 	EXP 	window1: blendMode = 'avg'
243.0903 	EXP 	window1: blendMode = 'avg'
243.1070 	EXP 	window1: blendMode = 'avg'
243.1237 	EXP 	window1: blendMode = 'avg'
243.1404 	EXP 	window1: blendMode = 'avg'
243.1570 	EXP 	window1: blendMode = 'avg'
243.1739 	EXP 	window1: blendMode = 'avg'
243.1906 	EXP 	window1: blendMode = 'avg'
243.2071 	EXP 	window1: blendMode = 'avg'
243.2239 	EXP 	window1: blendMode = 'avg'
243.2405 	EXP 	window1: blendMode = 'avg'
243.2573 	EXP 	window1: blendMode = 'avg'
243.2738 	EXP 	window1: blendMode = 'avg'
243.2907 	EXP 	window1: blendMode = 'avg'
243.3073 	EXP 	window1: blendMode = 'avg'
243.3242 	EXP 	window1: blendMode = 'avg'
243.3406 	EXP 	window1: blendMode = 'avg'
243.3575 	EXP 	window1: blendMode = 'avg'
243.3740 	EXP 	window1: blendMode = 'avg'
243.3909 	EXP 	window1: blendMode = 'avg'
243.4075 	EXP 	window1: blendMode = 'avg'
243.4242 	EXP 	window1: blendMode = 'avg'
243.4411 	EXP 	window1: blendMode = 'avg'
243.4578 	EXP 	window1: blendMode = 'avg'
243.4740 	EXP 	window1: blendMode = 'avg'
243.4911 	EXP 	window1: blendMode = 'avg'
243.5078 	EXP 	window1: blendMode = 'avg'
243.5244 	EXP 	window1: blendMode = 'avg'
243.5414 	EXP 	window1: blendMode = 'avg'
243.5578 	EXP 	window1: blendMode = 'avg'
243.5747 	EXP 	window1: blendMode = 'avg'
243.5911 	EXP 	window1: blendMode = 'avg'
243.6079 	EXP 	window1: blendMode = 'avg'
243.6245 	EXP 	window1: blendMode = 'avg'
243.6414 	EXP 	window1: blendMode = 'avg'
243.6581 	EXP 	window1: blendMode = 'avg'
