13.8574 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of ['Built-in Output']
158.5177 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x11122b1d0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1280,  800]), stereo=False, units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
158.5893 	EXP 	Created VisualStandard = ElementArrayStim(autoLog=True, colorSpace='rgb', colors=array([ 1.,  1.,  1.]), contrs=ndarray(...), depths=0, elementMask=method-wrapper(...), elementTex=method-wrapper(...), fieldDepth=0, fieldPos=array([ 0.,  0.]), fieldShape='circle', fieldSize=array([ 150.,  150.]), interpolate=True, maskParams=None, nElements=30, name='VisualStandard', opacities=ndarray(...), oris=ndarray(...), phases=ndarray(...), rgbs=ndarray(...), sfs=ndarray(...), sizes=ndarray(...), texRes=48, units='pix', win=Window(...), xys=ndarray(...))
158.5894 	EXP 	window1: recordFrameIntervals = False
158.7497 	EXP 	window1: recordFrameIntervals = True
158.9337 	EXP 	window1: recordFrameIntervals = False
159.2961 	EXP 	Created WelcomeText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=25, italic=False, name='WelcomeText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
159.3455 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
159.4157 	EXP 	Created AudioInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='AudioInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
162.2946 	EXP 	Set  sound=C
162.3401 	EXP 	Set  sound=A
162.3401 	EXP 	Sound  set volume 1.000
162.4765 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/legit/equal.wav
162.4766 	EXP 	Sound  set volume 1.000
162.5224 	EXP 	Set  sound=A
162.5225 	EXP 	Sound  set volume 1.000
162.6058 	EXP 	Created VisualInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='VisualInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
162.6110 	EXP 	Created fixationCross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='fixationCross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
162.6815 	EXP 	Created CombinedInstr = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=25, italic=False, name='CombinedInstr', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=800)
162.7192 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/legit/right35.wav
162.7193 	EXP 	Sound  set volume 1.000
162.7667 	EXP 	Set  sound=A
162.7668 	EXP 	Sound  set volume 1.000
162.7999 	EXP 	Set  sound=/Users/admin/Documents/IT&Cognition/Cognitive Science2/nobelprize2018/sounds/fixationSound.wav
162.7999 	EXP 	Sound  set volume 1.000
162.8036 	EXP 	Created combinedFixationCross = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=30, italic=False, name='combinedFixationCross', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units='pix', win=Window(...), wrapWidth=500)
162.8252 	EXP 	Created EndMessage = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=30, italic=False, name='EndMessage', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Thank you for participating in the study!', units='pix', win=Window(...), wrapWidth=800)
162.8615 	EXP 	Imported audio_stimuli_description.csv as conditions, 6 conditions, 2 params
162.8620 	EXP 	Created sequence: random, trialTypes=6, nReps=10, seed=None
162.8654 	EXP 	Imported visualAndCombined.csv as conditions, 35 conditions, 3 params
162.8661 	EXP 	Created sequence: random, trialTypes=35, nReps=10, seed=None
162.8693 	EXP 	Imported visualAndCombined.csv as conditions, 35 conditions, 3 params
162.8698 	EXP 	Created sequence: fullRandom, trialTypes=35, nReps=10, seed=None
162.9054 	EXP 	window1: blendMode = 'avg'
162.9254 	EXP 	WelcomeText: autoDraw = True
162.9265 	EXP 	window1: blendMode = 'avg'
162.9431 	EXP 	window1: blendMode = 'avg'
162.9604 	EXP 	window1: blendMode = 'avg'
162.9764 	EXP 	window1: blendMode = 'avg'
162.9932 	EXP 	window1: blendMode = 'avg'
163.0098 	EXP 	window1: blendMode = 'avg'
163.0266 	EXP 	window1: blendMode = 'avg'
163.0434 	EXP 	window1: blendMode = 'avg'
163.0601 	EXP 	window1: blendMode = 'avg'
163.0768 	EXP 	window1: blendMode = 'avg'
163.0934 	EXP 	window1: blendMode = 'avg'
163.1102 	EXP 	window1: blendMode = 'avg'
163.1268 	EXP 	window1: blendMode = 'avg'
163.1434 	EXP 	window1: blendMode = 'avg'
163.1602 	EXP 	window1: blendMode = 'avg'
163.1770 	EXP 	window1: blendMode = 'avg'
163.1936 	EXP 	window1: blendMode = 'avg'
163.2106 	EXP 	window1: blendMode = 'avg'
163.2270 	EXP 	window1: blendMode = 'avg'
163.2438 	EXP 	window1: blendMode = 'avg'
163.2607 	EXP 	window1: blendMode = 'avg'
163.2770 	EXP 	window1: blendMode = 'avg'
163.2939 	EXP 	window1: blendMode = 'avg'
163.3105 	EXP 	window1: blendMode = 'avg'
163.3271 	EXP 	window1: blendMode = 'avg'
163.3441 	EXP 	window1: blendMode = 'avg'
163.3613 	EXP 	window1: blendMode = 'avg'
163.3782 	EXP 	window1: blendMode = 'avg'
